,updateUnixTime,updateTime,tokens,total
33,1734770310,2024-12-21T08:38:30,"{'address': 'HbPGwP4U2CChbZjDno19JN5qLdJDR5XnThTyMrDYpump', 'decimals': 6, 'lastTradeUnixTime': 1731609764, 'liquidity': 6115.762243477453, 'logoURI': 'https://ipfs.io/ipfs/Qmcih45SgVL5boSV7FgktVB8Qz2bschca2QcQcvFpvEFcH', 'mc': 6115.503252853034, 'name': ""Doge's Wife"", 'symbol': 'ISABELLE', 'v24hChangePercent': 33771953844813050000, 'v24hUSD': 2218.792482632976}",1861082
34,1734770310,2024-12-21T08:38:30,"{'address': 'D7yvykXzzFoSL9sHxQCiriVVxpUSYR2xdCT4gazPPyWk', 'decimals': 6, 'lastTradeUnixTime': 1731607548, 'liquidity': 6065.207518620983, 'logoURI': 'https://ipfs.io/ipfs/Qmd1hdyTX6qGRo22JDKXsazT4UkjMtc8zTJk23WfgnD4fM', 'mc': 6064.995468467812, 'name': 'Bumpy The Caracat ', 'symbol': 'BUMPY ', 'v24hChangePercent': 31442111042468037000, 'v24hUSD': 4819.261376676681}",1861082
35,1734770310,2024-12-21T08:38:30,"{'address': 'EuL9m4y9YdGzPoRbSRNb7h9iQfUBkj3UTJjBRENRckez', 'decimals': 5, 'lastTradeUnixTime': 1728390861, 'liquidity': 1784.9933340215425, 'logoURI': 'https://pbs.twimg.com/profile_images/1745809867372376064/xqF5k1aL_400x400.jpg', 'mc': 1016.607299868702, 'name': 'Myro is Dev', 'symbol': 'MYROISDEV', 'v24hChangePercent': 29449378257751800000, 'v24hUSD': 1.4563974583596386}",1861082
36,1734770310,2024-12-21T08:38:30,"{'address': 'yu45BCUqPUmbMMTueHFAu7njNa8C8gbrRuz1F6fpump', 'decimals': 6, 'lastTradeUnixTime': 1732911710, 'liquidity': 7303.782896116706, 'logoURI': 'https://ipfs.io/ipfs/QmW7poYJf4i8h5QFiqGcHZ5iEcrJ17eWWAYkhe98TfuFzj', 'mc': 7262.050149804513, 'name': 'USA NEW AI DEPARTMENT', 'symbol': 'DOAI', 'v24hChangePercent': 28829487261132005000, 'v24hUSD': 981.4125443348195}",1861082
37,1734770310,2024-12-21T08:38:30,"{'address': '6TRiL1heHYicRP7sDCRwoK4uYEB3hsF1VUGAhS7rpump', 'decimals': 6, 'lastTradeUnixTime': 1733342064, 'liquidity': 8164.400338163919, 'logoURI': 'https://ipfs.io/ipfs/QmQorYdkGw3Egvm17mhM5uUwiJFdrefXaXAd8W549LvhQp', 'mc': 4345.023486528567, 'name': 'Terminal of Enlightenment', 'symbol': 'LIGHT', 'v24hChangePercent': 27618057658383870000, 'v24hUSD': 0}",1861082
38,1734770310,2024-12-21T08:38:30,"{'address': 'CobN5222mdA2JRijd9oR4Hdxoe5gAwsf6mgwtHp6w5g7', 'decimals': 6, 'lastTradeUnixTime': 1728397855, 'liquidity': 5012.8085781284135, 'logoURI': 'https://cf-ipfs.com/ipfs/QmfDACBfEvXNcyPCBoo17WTFDjgGGEMxmtTFEKBUAKgyjd', 'mc': 2604.141436693549, 'name': 'Catstralia', 'symbol': 'Catstralia', 'v24hChangePercent': 27382466742236824000, 'v24hUSD': 22.780624916512267}",1861082
39,1734770310,2024-12-21T08:38:30,"{'address': 'AgnJ215cQLTNJUsc2jykV8NnfYsfnvYqcFdyTApJCwdV', 'decimals': 6, 'lastTradeUnixTime': 1734714871, 'liquidity': 1694.5146929802363, 'logoURI': 'https://bafkreidloyzhm2dnvsrnie5ijdctewvqtjoaiwteggarpi2bdjiwiipcpy.ipfs.nftstorage.link', 'mc': 1209.0302614603386, 'name': 'Pepe Peng', 'symbol': '$PEPENG', 'v24hChangePercent': 27101056454317105000, 'v24hUSD': 122033.30843023755}",1861082
40,1734770310,2024-12-21T08:38:30,"{'address': 'Gg2rKdHhh7ZDVxPkatDAcE3h5n7txGE8JYkw9Qs5pump', 'decimals': 6, 'lastTradeUnixTime': 1732930674, 'liquidity': 7247.472644377648, 'logoURI': 'https://ipfs.io/ipfs/Qmb4tMe3SMAVA4YFXayar63uiBi9Z69YdLb9bVEYPixMRu', 'mc': 8174.703635446617, 'name': 'yayayayayayayaya', 'symbol': 'yaya', 'v24hChangePercent': 26936300647960550000, 'v24hUSD': 128.19985417447404}",1861082
41,1734770310,2024-12-21T08:38:30,"{'address': 'HhAcs9JjcveM45FG2Zi3JcWAomra3QezZ22mVvr7zPSE', 'decimals': 6, 'lastTradeUnixTime': 1734691807, 'liquidity': 14568.528987140711, 'logoURI': 'https://cf-ipfs.com/ipfs/QmSBvnTKer8LmVMDJSvCQ8o94NmreZJYUmzGHJ6adntwmZ', 'mc': 12611.551771776218, 'name': 'BRASIL COIN', 'symbol': 'BRASIL', 'v24hChangePercent': 26481476767966454000, 'v24hUSD': 4324.515037705748}",1861082
42,1734770310,2024-12-21T08:38:30,"{'address': 'FqpfiErTbZxcfWh2BxpsLDhBmURMvwsHNLAmde3kpump', 'decimals': 6, 'lastTradeUnixTime': 1733364713, 'liquidity': 9006.340177424532, 'logoURI': 'https://cf-ipfs.com/ipfs/QmfR8JkBhhRMbzon28gD3HVtQnDarbLfpfkqgyZf4H9MSc', 'mc': 4558.635089479799, 'name': 'Kelly', 'symbol': 'KELLY', 'v24hChangePercent': 26208986489268683000, 'v24hUSD': 0}",1861082
43,1734770310,2024-12-21T08:38:30,"{'address': 'GmicoBnNj7V86gu1zNok5XZXo7D29eEG7NoCkyvpump', 'decimals': 6, 'lastTradeUnixTime': 1722742109, 'liquidity': 4100.897996685918, 'logoURI': 'https://cf-ipfs.com/ipfs/QmZJS7ywB8NHjLjAx6tNtvTfmLimBjJYDWMPzrBPXewnAF', 'mc': 4100.72192050498, 'name': 'CatLoverYusuf', 'symbol': 'YusufDikec', 'v24hChangePercent': 24960253445845680000, 'v24hUSD': 766.2533221052153}",1861082
44,1734770310,2024-12-21T08:38:30,"{'address': 'FKvWsURW5jmvnMQDN42Q6dkskLy3XpwuXWpbQZkSpump', 'decimals': 6, 'lastTradeUnixTime': 1732882938, 'liquidity': 7209.059101351465, 'logoURI': 'https://ipfs.io/ipfs/QmeLxs6Qnc66W59HktHHbJfM3vYctbsjeCCL5sn8fsCe8A', 'mc': 7216.632771037538, 'name': 'PiNetwork', 'symbol': 'π', 'v24hChangePercent': 23529548834406400000, 'v24hUSD': 3.088718826004066}",1861082
45,1734770310,2024-12-21T08:38:30,"{'address': 'HMeUq2sDEiJcNTf6thxfRdxYVs8GNKXs23vfHJGLmL2w', 'decimals': 6, 'lastTradeUnixTime': 1732902640, 'liquidity': 7411.0813835492, 'logoURI': 'https://pump.mypinata.cloud/ipfs/QmYQB51ZDRkNEdfs2Ggtt5nhiTvZk4u6jTKtwdu5f4wEp6', 'mc': 7074.372275463775, 'name': 'Bybit', 'symbol': 'Bybit', 'v24hChangePercent': 22882598509419410000, 'v24hUSD': 792.5360160879889}",1861082
46,1734770310,2024-12-21T08:38:30,"{'address': 'A7K8yHcNidXLGrzzV7oDKbZXz4QTWc51iWqYR2Dypump', 'decimals': 6, 'lastTradeUnixTime': 1731647788, 'liquidity': 6513.181072328121, 'logoURI': 'https://cf-ipfs.com/ipfs/QmUv5zbrrgcVSF2rgHMKzUJESCEPEcW9Zg44p8M7NxZ9YT', 'mc': 6531.336074779585, 'name': 'Success Kid', 'symbol': 'SKID', 'v24hChangePercent': 21518654654169944000, 'v24hUSD': 3082.8579299397084}",1861082
47,1734770310,2024-12-21T08:38:30,"{'address': '9eCnMHr7JFozQCqPeJ4xSJShq4Zt5iVdyeAhhzwmpump', 'decimals': 6, 'lastTradeUnixTime': 1732905582, 'liquidity': 6555.494142929406, 'logoURI': 'https://ipfs.io/ipfs/QmZnWd7FhQFVkscLGtJRdoZVkuv9drt2xUaAwxuiryixaq', 'mc': 6780.000739894321, 'name': 'ZEKE', 'symbol': 'ZEKE', 'v24hChangePercent': 21186468182777600000, 'v24hUSD': 7420.014944293784}",1861082
48,1734770310,2024-12-21T08:38:30,"{'address': 'FDustk1pKzeSMDFA6VsVZjByciwA28LxK1GHXgGNpump', 'decimals': 6, 'lastTradeUnixTime': 1732952423, 'liquidity': 6037.217109654017, 'logoURI': 'https://ipfs.io/ipfs/Qmeh5s3hseBsPpdwVvXGw8sxK51D1jk6CqooUVzHMPpNhq', 'mc': 9301.781952328329, 'name': 'Zenith The Black Lion', 'symbol': 'ZTBL', 'v24hChangePercent': 19696466898259730000, 'v24hUSD': 827.0767936319158}",1861082
49,1734770310,2024-12-21T08:38:30,"{'address': '5caEkH3t7KTrEx1papvd7tgTp9nztTue2sYAaPBS2Czx', 'decimals': 6, 'lastTradeUnixTime': 1732943297, 'liquidity': 7043.315943428024, 'logoURI': 'https://ipfs.io/ipfs/QmSJbep6ogsPMyFPQETSTcNZLDHkgMJ72MXYZhEAff4nDt', 'mc': 7376.338930877154, 'name': 'King Rter', 'symbol': 'Rter', 'v24hChangePercent': 18766011260397220000, 'v24hUSD': 644.5891199173071}",1861082
